valid_time,latitude,longitude,t2m,number,expver
2002-03-11 01:00:00,-19.25,-48.0,298.84595,0,0001
2002-03-11 01:00:00,-19.25,-47.75,298.42407,0,0001
2002-03-11 01:00:00,-19.25,-47.5,298.01587,0,0001
2002-03-11 01:00:00,-19.25,-47.25,297.91235,0,0001
2002-03-11 01:00:00,-19.25,-47.0,297.47876,0,0001
2002-03-11 01:00:00,-19.25,-46.75,297.01587,0,0001
2002-03-11 01:00:00,-19.25,-46.5,296.52173,0,0001
2002-03-11 01:00:00,-19.25,-46.25,295.94165,0,0001
2002-03-11 01:00:00,-19.25,-46.0,295.40845,0,0001
2002-03-11 01:00:00,-19.25,-45.75,295.5608,0,0001
2002-03-11 01:00:00,-19.25,-45.5,296.76587,0,0001
2002-03-11 01:00:00,-19.25,-45.25,297.98657,0,0001
2002-03-11 01:00:00,-19.25,-45.0,297.85376,0,0001
2002-03-11 01:00:00,-19.25,-44.75,297.51587,0,0001
2002-03-11 01:00:00,-19.25,-44.5,296.89868,0,0001
2002-03-11 01:00:00,-19.25,-44.25,296.92212,0,0001
2002-03-11 01:00:00,-19.25,-44.0,296.78735,0,0001
2002-03-11 01:00:00,-19.25,-43.75,295.7483,0,0001
2002-03-11 01:00:00,-19.25,-43.5,294.64282,0,0001
2002-03-11 01:00:00,-19.25,-43.25,294.97095,0,0001
2002-03-11 01:00:00,-19.25,-43.0,296.42798,0,0001
2002-03-11 01:00:00,-19.5,-48.0,298.92798,0,0001
2002-03-11 01:00:00,-19.5,-47.75,298.32837,0,0001
2002-03-11 01:00:00,-19.5,-47.5,297.67212,0,0001
2002-03-11 01:00:00,-19.5,-47.25,297.2268,0,0001
2002-03-11 01:00:00,-19.5,-47.0,297.1018,0,0001
2002-03-11 01:00:00,-19.5,-46.75,296.7307,0,0001
2002-03-11 01:00:00,-19.5,-46.5,296.0608,0,0001
2002-03-11 01:00:00,-19.5,-46.25,295.48267,0,0001
2002-03-11 01:00:00,-19.5,-46.0,295.29126,0,0001
2002-03-11 01:00:00,-19.5,-45.75,295.87524,0,0001
2002-03-11 01:00:00,-19.5,-45.5,296.9807,0,0001
2002-03-11 01:00:00,-19.5,-45.25,297.9026,0,0001
2002-03-11 01:00:00,-19.5,-45.0,297.8069,0,0001
2002-03-11 01:00:00,-19.5,-44.75,297.42407,0,0001
2002-03-11 01:00:00,-19.5,-44.5,296.82446,0,0001
